school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Universitas Islam Sumatera Utara,uisu.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,25,0,fetch-error:SSLError,uisu.ac.id,
Universitas Kristen Duta Wacana,ukdw.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,28,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,ukdw.ac.id,id
Universitas Kristen Indonesia,uki.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,28,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,uki.ac.id,
Universitas Kristen Indonesia Tomohon,ukit-tomohon.org,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,,0,fetch-error:ConnectionError,ukit-tomohon.org,
Universitas Kristen Krida Wacana,ukrida.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,28,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,ukrida.ac.id,
Universitas Kristen Satya Wacana,uksw.edu,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,25,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,uksw.edu,en-us
Universitas Katolik Widya Manadala,ukwms.ac.id,university/college,2026-09-25,Active,redirect:wima.ac.id,11,60,http-2xx-html+edu-keywords+trusted-suffix+substantial-content,ukwms.ac.id,id-id
State University of Malang,um.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;openalex:page46;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,18,5,http-403,um.ac.id,
Universitas Maarif Hasyim Latif,umaha.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,11,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,umaha.ac.id,en-us
Universitas Methodist Indonesia,umi-mdn.edu,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,,0,fetch-error:ConnectionError,umi-mdn.edu,
Universitas Muslim Indonesia,umi.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,20,100,http-2xx-html+multi-source+schema.org-edu+edu-keywords+structure+substantial-content,umi.ac.id,id
Universitas Muhammadiyah Jakarta,umj.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,27,5,http-403,umj.ac.id,
Universitas Muria Kudus,umk.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,25,5,http-403,umk.ac.id,
Universitas Muhammadiyah Malang,umm.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,29,5,http-403,umm.ac.id,
Universitas Muhammadiyah Magelang,ummgl.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,22,0,fetch-error:ConnectTimeout,ummgl.ac.id,
Universitas Muhammadiyah Surakarta,ums.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,27,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,ums.ac.id,id
Universitas Muhammadiyah Sidoarjo,umsida.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,16,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,umsida.ac.id,en-us
Universitas Muhammadiyah Sumatra Utara,umsu.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,28,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,umsu.ac.id,id
Universitas Muhammadiyah Yogyakarta,umy.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,27,5,http-403,umy.ac.id,
Universitas Advent Indonesia,unai.edu,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,25,5,http-403,unai.edu,
Universitas Airlangga,unair.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,30,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unair.ac.id,id-id
Universitas Andalas,unand.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,26,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unand.ac.id,en-gb
Universitas Nasional Jakarta,unas.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,26,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unas.ac.id,en-us
Universitas Cenderawasih,uncen.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,11,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,uncen.ac.id,en-us
Universitas Nusa Cendana,undana.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,31,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,undana.ac.id,id-id
Universitas Diponegoro,undip.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;openalex:page37;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,29,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,undip.ac.id,id-id
Universitas Jember,unej.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,27,100,http-2xx-html+multi-source+schema.org-edu+edu-keywords+structure,unej.ac.id,id
Universitas Negeri Surabaya,unesa.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;openalex:page58;hipo:2026-09-25,25,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unesa.ac.id,en-us
Universitas Negeri Gorontalo,ung.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,21,5,http-403,ung.ac.id,
Universitas Haluoleo,unhalu.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,0,0,fetch-error:ReadTimeout,unhalu.ac.id,
Universitas Amir Hamzah,unhamzah.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,16,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unhamzah.ac.id,en-us
Universitas Hasanuddin,unhas.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;openalex:page57;hipo:2026-09-25,28,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unhas.ac.id,en-us
Universitas Bengkulu,unib.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,25,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unib.ac.id,en-us
Universitas Bojonegoro,unigoro.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,14,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unigoro.ac.id,en-us
Universitas Kediri,unik-kediri.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,17,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unik-kediri.ac.id,en
Universitas Katolik Soegijapranoto,unika.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,28,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unika.ac.id,en-us
Universitas Pekalongan,unikal.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,19,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unikal.ac.id,en-us
Universitas Komputer Indonesia,unikom.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,26,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unikom.ac.id,en
Universitas Lampung,unila.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,16,0,fetch-error:ConnectTimeout,unila.ac.id,
Universitas Lancang Kuning,unilak.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,17,5,http-403,unilak.ac.id,
Universitas Negeri Manado,unima.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,20,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unima.ac.id,en
Universitas Negeri Medan,unimed.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,24,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unimed.ac.id,en
Universitas Islam Nusantara,uninus.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,26,100,http-2xx-html+multi-source+schema.org-edu+edu-keywords+structure+substantial-content,uninus.ac.id,id-id
Universitas PGRI Adi Buana Surabaya,unipasby.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;wikidata:P856;hipo:2026-09-25,21,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unipasby.ac.id,en
Universitas Pesantren Darul Ulum Jombang,unipdu.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,21,5,http-403,unipdu.ac.id,
Universitas Madura,unira.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,15,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unira.ac.id,id
Universitas Islam Bandung,unisba.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,28,5,http-403,unisba.ac.id,
Universitas Islam Malang,unisma.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,25,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unisma.ac.id,en-us
Universitas Muhammadiyah Makassar,unismuh.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,20,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unismuh.ac.id,en-us
Universitas Slamet Riyadi Surakarta,unisri.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,21,5,http-403,unisri.ac.id,
Universitas Islam Sultan Agung,unissula.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,28,0,fetch-error:ConnectTimeout,unissula.ac.id,
Universitas Islam Syekh-Yusuf,unistangerang.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,4,0,fetch-error:ReadTimeout,unistangerang.ac.id,
Unitomo Surabaya,unitomo.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,25,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unitomo.ac.id,id
Universitas Trilogi,universitas-trilogi.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,13,80,http-2xx-html+multi-source+edu-keywords+trusted-suffix,universitas-trilogi.ac.id,
Universitas Simalungun,universitassimalungun.ac.id,university/college,2026-09-25,Active,redirect:usi.ac.id,3,50,http-2xx-html+edu-keywords+trusted-suffix,universitassimalungun.ac.id,id
Universitas Pancasila,univpancasila.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,24,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,univpancasila.ac.id,id-id
Universitas Negeri Jakarta,unj.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,26,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unj.ac.id,en-us
Universitas Jambi,unja.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,22,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unja.ac.id,en-us
Universitas Jenderal Achmad Yani,unjani.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,26,5,http-403,unjani.ac.id,
Universitas Khairun,unkhair.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,15,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unkhair.ac.id,id
Universitas Klabat,unklab.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,24,5,http-403,unklab.ac.id,
Universitas Krisnadwipayana,unkris.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,17,5,http-403,unkris.ac.id,
Universitas Lambung Mangkurat,unlam.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,2,5,http-403,ejournal.unlam.ac.id,
Universitas Negeri Makassar,unm.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25;openalex:page63,26,5,http-403,unm.ac.id,
Universitas Mahasaraswati Denpasar,unmas.org,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,17,40,low-confidence:http-2xx-html+multi-source+structure+substantial-content+non-educational-content,unmas.org,en
Universitas Merdeka Madiun,unmer-madiun.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,18,0,fetch-error:ConnectionError,unmer-madiun.ac.id,
Universitas Merdeka Malang,unmer.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,29,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unmer.ac.id,id
Universitas Muhammadiyah Jember,unmuhjember.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,24,5,http-403,unmuhjember.ac.id,
Universitas Muhammadiyah Mataram,unmuhmataram.com,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,,0,fetch-error:ConnectionError,unmuhmataram.com,
Universitas Mulawarman,unmul.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,25,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unmul.ac.id,en
State University of Semarang,unnes.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;openalex:page48;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,24,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unnes.ac.id,en-us
State University of Padang,unp.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;openalex:page46;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,25,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unp.ac.id,id-id
Universitas Padjadjaran,unpad.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;openalex:page44;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,28,5,http-403,unpad.ac.id,
Universitas Pakuan,unpak.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,31,5,http-403,unpak.ac.id,
Universitas Katolik Parahyangan,unpar.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,28,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unpar.ac.id,id-id
Universitas Pasundan,unpas.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,31,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unpas.ac.id,en-us
Universitas Pattimura,unpatti.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,15,5,http-403,unpatti.ac.id,
Universitas Ngurah Rai,unr.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,14,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unr.ac.id,en
Universitas Mataram,unram.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,16,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,unram.ac.id,en-us
Universitas Riau,unri.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24;hipo:2026-09-25,28,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,unri.ac.id,en-us
