school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
"Fachhochschule Nürtingen, Hochschule für Wirtschaft, Landwirtschaft und Landespflege",fh-nuertingen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fh-nuertingen.de,
"Fachhochschule Offenburg, Hochschule für Technik und Wirtschaft",fh-offenburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:SSLError,fh-offenburg.de,
Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven,fh-oow.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fh-oow.de,
Fachhochschule Osnabrück,fh-osnabrueck.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:hs-osnabrueck.de,hs-osnabrueck.de,de-de
Freie Kunst-Studienstätte Ottersberg,fh-ottersberg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:hks-ottersberg.de,hks-ottersberg.de,de
"Fachhochschule Pforzheim, Hochschule für Gestaltung, Technik und Wirtschaft",fh-pforzheim.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fh-pforzheim.de,
Fachhochschule Potsdam,fh-potsdam.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,fh-potsdam.de,de
Fachhochschule Regensburg,fh-regensburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fh-regensburg.de,
"Fachhochschule Reutlingen, Hochschule für Technik und Wirtschaft",fh-reutlingen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectTimeout,fh-reutlingen.de,
"Deutsch-Ordens Fachhochschule Riedlingen, Hochschule für Wirtschaft",fh-riedlingen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:mobile-university.de,mobile-university.de,de
"Fachhochschule Rosenheim, Hochschule für Technik und Wirtschaft",fh-rosenheim.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fh-rosenheim.de,
"Fachhochschule Rottenburg, Hochschule für Forstwirtschaft",fh-rottenburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fh-rottenburg.de,
Fachhochschule Schmalkalden,fh-schmalkalden.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:SSLError,fh-schmalkalden.de,
"Fachhochschule Schwäbisch Hall, Hochschule für Gestaltung",fh-schwaebischhall.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fh-schwaebischhall.de,
University of Applied Sciences Stralsund,fh-stralsund.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;ror:api-p48;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:hochschule-stralsund.de,hochschule-stralsund.de,de
Deutsche Telekom Fachhochschule Leipzig,fh-telekom-leipzig.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectTimeout,fh-telekom-leipzig.de,
"Fachhochschule Trier, Hochschule für Technik, Wirtschaft und Gestaltung",fh-trier.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:hochschule-trier.de,hochschule-trier.de,de
Fachhochschule Wedel,fh-wedel.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,fh-wedel.de,de
Fachhochschule Weihenstephan,fh-weihenstephan.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fh-weihenstephan.de,
Fachhochschule Ravensburg-Weingarten,fh-weingarten.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:SSLError,fh-weingarten.de,
"Fachhochschule Westküste, Hochschule für Wirtschaft und Technik",fh-westkueste.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,fh-westkueste.de,de
Fachhochschule Wiesbaden,fh-wiesbaden.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:SSLError,fh-wiesbaden.de,
Ostfalia Hochschule für angewandte Wissenschaften,fh-wolfenbuettel.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fh-wolfenbuettel.de,
Fachhochschule Worms,fh-worms.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:hs-worms.de,hs-worms.de,de-de
Fachhochschule Würzburg - Schweinfurt,fh-wuerzburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fh-wuerzburg.de,
Westsächsische Hochschule Zwickau (FH),fh-zwickau.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:whz.de,whz.de,de-de
Fachhochschule für die Wirtschaft,fhdw.bib.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fhdw.bib.de,
Fachhochschule der Wirtschaft,fhdw.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,80,http-2xx-html+multi-source+edu-keywords+substantial-content,fhdw.de,de-de
Staatlich anerkannte Fachhochschule für Kunsttherapie,fhkt.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,5,moved-to:p2-1.afp24.net,p2-1.afp24.net,
Fachhochschule des Mittelstandes (FHM),fhm-mittelstand.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:fh-mittelstand.de,fh-mittelstand.de,de
Fachhochschule Nordostniedersachsen,fhnon.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fhnon.de,
Fachhochschule für das öffentliche Bibliothekswesen Bonn,fhoebb.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:SSLError,fhoebb.de,
"Fachhochschule Mannheim, Hochschule für Sozialwesen",fhs-mannheim.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fhs-mannheim.de,
"Evangelische Fachhochschule für Religionspädagogik, und Gemeindediakonie Moritzburg",fhs-moritzburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:cheaphotelguide.com,cheaphotelguide.com,de
"Fachhochschule Stuttgart, Hochschule für Technik",fht-stuttgart.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fht-stuttgart.de,
Hochschule für Technik und Wirtschaft Berlin,fhtw-berlin.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fhtw-berlin.de,
Fachhochschule für Verwaltung und Rechtspflege Berlin,fhvr.berlin.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,fhvr.berlin.de,
Fachhochschule für Wirtschaft Berlin,fhw-berlin.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectTimeout,fhw-berlin.de,
Private Fachhochschule für Wirtschaft und Technik Vechta/Diepholz,fhwt.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:SSLError,fhwt.de,
Fachhochschule für Oekonomie und Management (FOM),fom.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,fom.de,de
Freie Universität Berlin,fu-berlin.de,university/college,2026-09-16,Inaccessible,openalex:page14;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,,,,
Bonn-Cologne Graduate School of Physics and Astronomy,gradschool.physics.uni-bonn.de,university/college,2026-09-18,Active,ror:api-p1,,,,,
Hochschule Bonn-Rhein-Sieg,h-brs.de,university/college,2026-09-23,Active,redirect:hochschule-bonn-rhein-sieg.de;hipo:2026-09-23;hipo:2026-09-24,,60,http-2xx-html+edu-keywords+structure+substantial-content,h-brs.de,de
Hochschule Darmstadt,h-da.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,h-da.de,de-de
Hochschule Magdeburg-Stendal (FH),h2.de,university/college,2026-09-23,Active,redirect:hs-magdeburg.de,,50,http-2xx-html+edu-keywords+substantial-content,h2.de,de
Private Hanseuniversität,hanseuni.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,5,http-403,hanseuni.de,
Hamburg University of Applied Sciences (HAW Hamburg),haw-hamburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,10,parking-linkfarm,haw-hamburg.de,de-de
Fachhochschule Kiel,haw-kiel.de,university/college,2026-09-23,Active,redirect:fh-kiel.de,,85,http-2xx-html+schema.org-edu+edu-keywords+structure+substantial-content,haw-kiel.de,de
"Fachhochschule Landshut, Hochschule für Wirtschaft - Sozialwesen - Technik",haw-landshut.de,university/college,2026-09-23,Active,redirect:fh-landshut.de,,60,http-2xx-html+edu-keywords+structure+substantial-content,haw-landshut.de,de
Hafencity Universität Hamburg,hcu-hamburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,hcu-hamburg.de,
"Fachhochschule Stuttgart, Hochschule der Medien",hdm-stuttgart.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,hdm-stuttgart.de,de
Hertie School of Governance,hertie-school.org,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,23,5,http-403,hertie-school.org,
"Hochschule für Bankwirtschaft (HfB), Private Fachhochschule der Bankakademie",hfb.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,hfb.de,
"Fachhochschule Schwäbisch Gmünd, Hochschule für Gestaltung",hfg-gmuend.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,hfg-gmuend.de,de
Hochschule für Politik (HFP),hfp.mhn.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,hfp.mhn.de,
Hochschule für Philosophie München,hfph.mwn.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,hfph.mwn.de,
Handelshochschule Leipzig,hhl.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,100,http-2xx-html+multi-source+schema.org-edu+edu-keywords+structure+substantial-content,hhl.de,en-us
Heinrich-Heine Universität Düsseldorf,hhu.de,university/college,2026-09-18,Active,redirect:uni-duesseldorf.de;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,,,,
Hochschule für Internationales Management,himh.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,5,moved-to:himh.geo.io,himh.geo.io,
Hochschule für Internationales Management,himh.geo.io,university/college,2026-09-23,Inaccessible,redirect:himh.de,,5,http-403,himh.geo.io,
Hochschule für Jüdische Studien Heidelberg,hjs.uni-heidelberg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,hjs.uni-heidelberg.de,
Freie Kunst-Studienstätte Ottersberg,hks-ottersberg.de,university/college,2026-09-23,Active,redirect:fh-ottersberg.de,,60,http-2xx-html+edu-keywords+structure+substantial-content,hks-ottersberg.de,de
"Hochschule Neu-Ulm, Hochschule Neu-Ulm University of applied sciences",hnu.de,university/college,2026-09-23,Active,redirect:hs-neu-ulm.de,,60,http-2xx-html+edu-keywords+structure+substantial-content,hnu.de,de
Hochschule Bonn-Rhein-Sieg,hochschule-bonn-rhein-sieg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:h-brs.de,h-brs.de,de
University of Applied Sciences Stralsund,hochschule-stralsund.de,university/college,2026-09-23,Active,redirect:fh-stralsund.de,,60,http-2xx-html+edu-keywords+structure+substantial-content,hochschule-stralsund.de,de
"Fachhochschule Trier, Hochschule für Technik, Wirtschaft und Gestaltung",hochschule-trier.de,university/college,2026-09-23,Active,redirect:fh-trier.de,,50,http-2xx-html+edu-keywords+substantial-content,hochschule-trier.de,de
Hochschule Albstadt-Sigmaringen,hs-albsig.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,hs-albsig.de,de
"Hochschule Anhalt (FH), Hochschule für angewandte Wissenschaften",hs-anhalt.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,80,http-2xx-html+multi-source+edu-keywords+substantial-content,hs-anhalt.de,de
Hochschule Bremen,hs-bremen.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,hs-bremen.de,de-de
Hochschule Bremerhaven,hs-bremerhaven.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,hs-bremerhaven.de,de
Hochschule Coburg,hs-coburg.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,hs-coburg.de,de-de
Hochschule Düsseldorf,hs-duesseldorf.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,hs-duesseldorf.de,en
Hochschule Esslingen,hs-esslingen.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,100,http-2xx-html+multi-source+schema.org-edu+edu-keywords+structure+substantial-content,hs-esslingen.de,de
Hochschule Fulda,hs-fulda.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,80,http-2xx-html+multi-source+edu-keywords+substantial-content,hs-fulda.de,de
"Hochschule Harz, Hochschule für angewandte Wissenschaften (FH)",hs-harz.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,hs-harz.de,de
Fachhochschule Kaiserslautern,hs-kl.de,university/college,2026-09-23,Active,redirect:fh-kl.de,,50,http-2xx-html+edu-keywords+substantial-content,hs-kl.de,de-de
Hochschule Magdeburg-Stendal (FH),hs-magdeburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:h2.de,h2.de,de
"Hochschule Mittweida, University of Applied Sciences",hs-mittweida.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectTimeout,hs-mittweida.de,
Fachhochschule Neubrandenburg,hs-nb.de,university/college,2026-09-23,Active,redirect:fh-nb.de,,60,http-2xx-html+edu-keywords+structure+substantial-content,hs-nb.de,de
"Hochschule Neu-Ulm, Hochschule Neu-Ulm University of applied sciences",hs-neu-ulm.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:hnu.de,hnu.de,de
Fachhochschule Osnabrück,hs-osnabrueck.de,university/college,2026-09-23,Active,redirect:fh-osnabrueck.de,,50,http-2xx-html+edu-keywords+substantial-content,hs-osnabrueck.de,de-de
"Hochschule Ulm, Hochschule für Angewandte Wissenschaft",hs-ulm.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,40,moved-to:thu.de,thu.de,de
"Hochschule Wismar, Fachhochschule für Technik, Wirtschaft und Gestaltung",hs-wismar.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,hs-wismar.de,de
Fachhochschule Worms,hs-worms.de,university/college,2026-09-23,Active,redirect:fh-worms.de,,60,http-2xx-html+edu-keywords+structure+substantial-content,hs-worms.de,de-de
Hochschule Zittau/Görlitz (FH),hs-zigr.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,hs-zigr.de,
Fachhochschule Bielefeld,hsbi.de,university/college,2026-09-23,Active,redirect:fh-bielefeld.de,,50,http-2xx-html+edu-keywords+substantial-content,hsbi.de,de
Hochschule für Technik und Wirtschaft Berlin,htw-berlin.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,80,http-2xx-html+multi-source+edu-keywords+substantial-content,htw-berlin.de,de
Hochschule für Technik und Wirtschaft Dresden (FH),htw-dresden.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,htw-dresden.de,de
Hochschule für Technik und Wirtschaft des Saarlandes,htw-saarland.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:SSLError,htw-saarland.de,
